event_id,event_type_id,name_key,description_key,image_name,image_prompt,weight,is_minor,biome
plains_arab_tax_collector,encounter,event.plains_arab_tax_collector.name,event.plains_arab_tax_collector.description,plains_arab_tax_collector,"An Arab tax official in a pristine white linen turban and a long cream-colored cotton robe stands behind a narrow wooden table at a dusty crossroads, holding a reed pen poised over an unrolled parchment scroll. A brass balance scale with two shallow pans sits on the table beside a ceramic inkwell and a small stack of stamped clay seals. Two Abbasid spearmen flank him on either side, each holding a long ash-wood spear with an iron leaf-shaped head upright, wearing quilted cotton gambesons dyed faded green and leather belts with sheathed daggers. Behind them rises a square tent of undyed canvas stretched over wooden poles, its peak flying a narrow green silk pennant with white Arabic calligraphy. In the foreground, the intersection of two packed-earth roads is visible, with cart wheel tracks crossing in the dust. A few copper and silver coins are scattered on the table surface beside the scroll. The landscape at the crossroads is flat and semi-arid, with patches of dry grass and a lone acacia tree casting thin shadow in the middle distance. The sky is bright and cloudless, pale blue fading to white near the horizon. Strong late-morning sun from the left illuminates the official's face and casts the spearmen's shadows across the road. The atmosphere is bureaucratic and unavoidable — the machinery of Abbasid taxation at work.",0.5,0,plains
plains_shepherd_camp,encounter,event.plains_shepherd_camp.name,event.plains_shepherd_camp.description,plains_shepherd_camp,"An elderly chief herder in a coarse brown wool cloak and a weathered felt skullcap leans on a tall wooden staff carved with a winding serpentine pattern, standing at the edge of his camp beside a narrow stream of clear water. Behind him, a dozen low dome-shaped tents made from stitched goatskins stretched over bent willow frames cluster on a gentle grassy slope. Grey-white smoke curls upward from several small campfires between the tents into a calm, still sky. A flock of fat-tailed sheep with thick cream-colored fleece grazes on the hillside beyond the camp, tended by a young boy with a stick. In the foreground, a flat stone slab near the stream holds a round wheel of pale sheep's cheese and an earthenware jug with a cloth cover. A shaggy brown camp dog sits beside the herder, ears alert, watching the approaching caravan. The stream bed shows smooth river stones and dark wet earth at its banks, with green sedge grass growing thickly along the water's edge. The background opens to rolling steppe under a wide sky of soft blue with high white cirrus clouds. Warm afternoon light gives the scene a golden glow, with gentle shadows stretching eastward from the tents. The atmosphere is peaceful and pastoral — a welcoming encampment far from the dangers of the road.",0.5,0,plains
plains_buddhist_monk,encounter,event.plains_buddhist_monk.name,event.plains_buddhist_monk.description,plains_buddhist_monk,"A barefoot Buddhist monk in a saffron-dyed cotton kasaya robe draped over one shoulder stands at the edge of a packed-earth road, holding a round dark-brown ceramic begging bowl in both hands at waist height. His head is cleanly shaved, and his expression is serene, eyes half-closed in quiet composure. A tall wooden walking staff with a simple iron ring at the top leans against his shoulder. His bare feet rest on sun-baked earth, toes dusty. In the foreground, the road stretches diagonally from the lower left, its surface worn smooth by cart traffic with faint wheel ruts visible. A few small wildflowers — white and yellow — grow at the road's crumbled edge. The middle ground shows flat Indian plain with scattered low scrub and a single spreading banyan tree in the distance, its aerial roots visible as dark vertical lines. The background reveals a wide expanse of green-gold agricultural land under a luminous pale sky with soft cumulus clouds. Late afternoon sun from behind the monk creates a warm backlit glow around his silhouette, with the saffron robe appearing to radiate golden light at its edges. The monk's long shadow stretches toward the viewer across the road. The atmosphere is tranquil and spiritual — a moment of stillness on a busy trade route.",0.5,0,plains
plains_sick_ox,caravan_trouble,event.plains_sick_ox.name,event.plains_sick_ox.description,plains_sick_ox,"A large grey draught ox with wide curving horns stands motionless on a dirt road, its head hanging low, muzzle dripping white foam, bloated flanks heaving visibly. Its thick legs are slightly buckled at the knees, and the wooden yoke across its shoulders is still attached to a heavy merchant cart behind it by leather straps and hemp ropes, now slack. The cart sits stationary, loaded with canvas-covered bundles and wicker baskets. A caravan worker in a sun-bleached cotton tunic kneels beside the ox, one hand on its distended belly, the other holding a gourd water container, peering at the animal with concern. In the foreground, a patch of low green grass with scattered yellow wildflowers grows beside the road — the likely source of the poisonous plant. A leather water bucket sits on the ground next to the kneeling man. The steppe road continues straight ahead between fields of dry golden grass, with no settlement or structure visible in any direction. A second cart with a pair of healthy brown oxen waits behind the stalled wagon, its driver visible as a standing figure shading his eyes with one hand. The sky is clear and pale, with harsh midday sun directly overhead creating minimal shadows. The atmosphere is anxious and helpless — a vital animal failing with no aid in sight.",0.5,0,plains
plains_hidden_well,discovery,event.plains_hidden_well.name,event.plains_hidden_well.description,plains_hidden_well,"A hidden stone well partially concealed by dense tamarisk bushes with feathery pink-tinged foliage, visible through a gap in the greenery where someone has pushed branches aside. The well is constructed from rough-cut sandstone blocks arranged in a circle about three feet high, their surfaces mossed and weathered to a dark grey-brown. Inside the well opening, dark water glints faintly, reflecting a sliver of sky. The surrounding ground is noticeably greener and softer than the dry steppe — dark wet clay with patches of bright green sedge and clover pressing up against the well stones. In the foreground, the dry packed-earth road runs horizontally across the frame, with boot prints leading off toward the well through the parted scrub. A discarded leather waterskin lies flat and empty on the road's edge. The middle ground transitions sharply from lush green near the well to the parched golden-brown steppe grass that dominates the landscape. In the background, the flat plain extends to a distant hazy horizon under a wide sky of soft blue with a few wispy clouds. Bright midday sun from above illuminates the contrast between the green oasis around the well and the dry surrounding terrain. The atmosphere is one of quiet discovery — a life-saving secret hidden in plain sight.",0.4,0,plains
plains_wedding_procession,encounter,event.plains_wedding_procession.name,event.plains_wedding_procession.description,plains_wedding_procession,"A festive wedding procession crossing a wide steppe road from right to left, filling the frame with color and movement. At the center, a gold-embroidered palanquin of crimson silk carried on the shoulders of four men in clean white cotton tunics moves through the scene, its curtains half-drawn to reveal a glimpse of colorful fabric inside. Musicians walk ahead of the palanquin — a drummer holding a large double-headed dhol drum slung from a leather neck strap, and a zurna player with puffed cheeks blowing into the conical wooden instrument with a flared brass bell. Women in bright headscarves of emerald, saffron, and magenta walk alongside, scattering flower petals from woven baskets. Men on horseback ride behind the palanquin, their horses decorated with ribbons of red and gold silk braided into manes and tails. In the foreground, a wooden trestle table draped with embroidered cloth holds clay bowls of honey, stacked rounds of flatbread, and a roasted lamb on a copper platter. The steppe landscape opens behind the procession — flat golden grassland under a warm afternoon sky with golden light catching the silk embroidery and brass instruments. The atmosphere is celebratory and generous — a community event spilling onto the open road.",0.5,0,plains
plains_caravanserai_ruins,discovery,event.plains_caravanserai_ruins.name,event.plains_caravanserai_ruins.description,plains_caravanserai_ruins,"The crumbling ruins of a rammed-earth caravanserai viewed from the road, its thick clay walls standing to half their original height, sand-colored and cracked with deep erosion channels. A large arched entrance — its wooden doors long gone, only rusted iron hinge pins remaining in the clay — opens into a weed-choked courtyard. Through the archway, the interior is visible: collapsed roof beams of dark timber lying at angles across the ground, tufts of wild grass and thistle growing between fallen mud bricks, and the remains of a row of stone feeding troughs marking the old stable. A stone well with a corroded iron chain dangling into its dark mouth stands off-center in the courtyard, its circular stone rim partially crumbled. In the foreground, the road passes by with wheel ruts in the earth, and a few cut stone blocks — remnants of the original roadside wall — lie scattered in the grass. The surrounding landscape is flat steppe with dry brown grass under a wide grey-blue sky with high thin clouds. The sun is low in the west, casting warm amber light across the clay walls and deepening the shadows inside the archway to blue-black. The atmosphere is melancholy and weathered — a once-vital waypoint slowly returning to the earth.",0.4,0,plains
plains_persian_caravanserai,encounter,event.plains_persian_caravanserai.name,event.plains_persian_caravanserai.description,plains_persian_caravanserai,"A prosperous Persian caravanserai built of baked reddish-brown brick with a grand arched gateway featuring carved geometric patterns in the brickwork, its heavy wooden gates standing open and reinforced with iron studs. A stout Persian innkeeper with a thick black beard, wearing a rich blue cotton robe with a wide sash of patterned silk at the waist and a rounded felt cap, stands before the entrance with both arms spread wide in welcome, his broad face smiling. Behind him through the gateway, a bustling courtyard is visible: merchants seated on carpets beneath cloth awnings, steam rising from a kitchen area, and loaded camels being led to stalls by stable hands. Smoke from cooking fires drifts upward carrying the suggestion of roasting meat. In the foreground, the approach road is well-worn and wide, with fresh camel tracks and cart ruts in packed brown earth. A carved stone water trough beside the gate holds clear water. The caravanserai walls extend to both sides, solid and tall, with narrow defensive windows near the top. The surrounding landscape is flat Persian plain with cultivated fields of green wheat visible in the middle distance. Late afternoon sun from the west gilds the brick facade in warm orange tones while the gateway interior remains in cool shadow. The atmosphere is inviting and secure — a reliable haven on the trade road.",0.5,0,plains
plains_loose_cargo,caravan_trouble,event.plains_loose_cargo.name,event.plains_loose_cargo.description,plains_loose_cargo,"A merchant cart tilting dangerously to the right on a bumpy steppe road, its cargo of hemp-wrapped bales and round burlap sacks visibly shifting, with loose rope bindings sagging in loops along the wooden sideboard. One large sack hangs halfway over the right side of the cart, its bottom bulging and the hemp stitching straining. The cart's wooden frame creaks visibly — a gap has opened between two planks on the stressed side, and a rope has slipped off its wooden peg. The draught animal — a sturdy mule in a leather harness — has stopped mid-stride, one ear turned back, sensing the shifting weight. In the foreground, the road surface is rough and potholed, with exposed stones and deep ruts that caused the jostling. A previously fallen small bundle lies on the road behind the cart, trampled and dusty. A caravan worker runs alongside the cart from the left, arms reaching up toward the sliding sack, his cotton tunic flapping. The surrounding steppe is flat and featureless — golden-brown dry grass under a wide sky of pale blue with scattered white clouds. Bright midday sun creates sharp shadows beneath the cart and highlights the tension in the stretched ropes. The atmosphere is one of urgent, precarious balance — cargo about to be lost.",0.5,0,plains
plains_damascus_bazaar,trade,event.plains_damascus_bazaar.name,event.plains_damascus_bazaar.description,plains_damascus_bazaar,"A bustling impromptu bazaar spread across a flat area on the outskirts of a walled Levantine city, viewed from the perspective of an approaching caravan. Rows of market stalls sheltered by awnings of striped linen — alternating bands of white and indigo, or red and cream — stretch across the scene. Under the nearest awning, a Damascene glassblower displays translucent vessels on a wooden table: goblets of pale green, deep blue flasks, and iridescent blown-glass bowls that catch the sunlight in rainbow refractions. Beside him, a dyer has hung long strips of freshly dyed fabric from a wooden frame — crimson, saffron yellow, deep violet — their wet surfaces gleaming. In the foreground, wicker baskets overflow with dried apricots, figs, and pomegranates, their warm colors vivid against the dusty ground. A smoking iron brazier with skewered kebabs sends grey smoke curling upward. Scattered copper and silver coins lie on a merchant's counting cloth. The middle distance shows more stalls, clusters of buyers in varied dress — linen robes, cotton tunics, woolen cloaks — and laden donkeys threading between the vendors. In the background, the city walls of pale sandstone rise with crenellated tops and a square gatehouse, beneath a bright sky of clear blue. Strong morning sun from the east illuminates the colorful awnings and casts short shadows westward. The atmosphere is vibrant and commercial — a crossroads of trade and culture.",0.5,0,plains
plains_military_conscription,encounter,event.plains_military_conscription.name,event.plains_military_conscription.description,plains_military_conscription,"A Tang dynasty military officer in a lacquered black leather helmet with a narrow bronze crest stands in the center of a blocked road, holding an unrolled silk scroll in both hands, reading it aloud. He wears a dark blue quilted cotton officer's coat with bronze disc clasps and a wide leather belt with a sheathed straight jian sword. Behind him, a squad of eight Tang soldiers in padded cotton armor and conical iron helmets forms a line across the road, holding crossbows at rest position across their chests. Wooden stakes with rope barriers block the road on both sides. To the left, a partially constructed rammed-earth fortification wall rises — raw yellow-brown earth tamped between wooden forms, with laborers visible atop the scaffolding carrying baskets of soil. In the foreground, the road is wide and well-maintained, packed loess earth with clear cart ruts, and the shadow of the caravan falls forward toward the checkpoint. A wooden table with an inkstone, brush, and stack of paper documents stands beside the officer. The background shows the flat Chinese plain — green millet fields stretching toward a line of low hills beneath a hazy warm sky. Morning sun from the east casts the soldiers' shadows long across the road. The atmosphere is authoritarian and orderly — imperial power conscripting labor for frontier defense.",0.5,0,plains
plains_hindu_pilgrims,encounter,event.plains_hindu_pilgrims.name,event.plains_hindu_pilgrims.description,plains_hindu_pilgrims,"A group of seven Hindu pilgrims walking barefoot along a dusty plain road, wearing loose saffron-orange cotton robes and white cotton dhotis, each with a horizontal tilaka mark of sandalwood paste and red kumkum on their forehead. The eldest pilgrim at the front — a lean, grey-bearded man with deep-set eyes — faces the viewer with palms pressed together in a namaskar greeting. Two pilgrims behind him carry large round-bottomed clay jugs of river water balanced on their shoulders, the vessels sealed with cloth and twine. Toward the back of the group, a younger pilgrim sits slumped on the road's edge supported by a companion, his face pale and drawn, a cloth pressed to his forehead. A string of rudraksha prayer beads hangs from the sick man's wrist. In the foreground, the road surface is smooth packed earth with fine dust, and a pair of simple wooden sandals — padukas — lie abandoned by the roadside. The middle ground shows flat Indian agricultural plain with low green vegetation and a distant line of mango trees. The background opens to a wide horizon under a warm, hazy sky of pale gold and blue. Afternoon sun from the right bathes the orange robes in rich warm tones and casts soft shadows leftward. The atmosphere is devotional yet urgent — faithful travelers in need of mercy.",0.5,0,plains
plains_counterfeit_coins,trade,event.plains_counterfeit_coins.name,event.plains_counterfeit_coins.description,plains_counterfeit_coins,"A close-up scene at a caravan rest stop: a weathered pair of hands holds a small leather coin purse tipped sideways over a flat stone, spilling a mix of silver dirhams onto the surface. Several coins are visibly different — duller in color, with rough uneven edges and blurred inscriptions — compared to the bright, cleanly struck genuine coins beside them. The hands belong to a caravan worker whose forearms are visible, tanned and scarred, wearing a faded cotton tunic with rolled-up sleeves. A small brass balance scale sits on the stone next to the coins, one pan holding a single genuine dirham for comparison. In the foreground, the flat stone surface shows each coin in detail — the Arabic Kufic script on the real coins crisp and legible, the counterfeits showing smeared lettering and a coppery tint where silver wash has worn through at the edges. Behind the stone, the rest stop is visible: a merchant cart with unhitched oxen grazing, a smoldering campfire with a copper kettle, and bedrolls spread on the ground. The landscape is flat steppe under a clear midday sky. Direct overhead sun highlights the metallic difference between real and false coins, creating sharp reflections on the genuine silver and dull matte on the fakes. The atmosphere is one of quiet alarm and careful scrutiny — a financial threat discovered just in time.",0.5,0,plains
plains_night_raiders,bandit_attack,event.plains_night_raiders.name,event.plains_night_raiders.description,plains_night_raiders,"A chaotic night raid on a caravan camp viewed from between two merchant wagons. Dark silhouettes of crouching raiders dart between the carts, one figure caught mid-motion grabbing a hemp sack from a wagon bed, another swinging a short wooden club. The only light comes from a dying campfire at the center of the camp — its orange embers casting a low, flickering glow that illuminates the nearest wagon wheels, scattered bedrolls, and the panicked face of a caravan hand rising from sleep with arms raised defensively. A glint of iron catches the firelight — a raider's short blade. Overturned cooking pots and spilled grain litter the ground around the fire pit. One wagon's canvas cover has been slashed, exposing the bales within. In the foreground, the dark ground shows trampled grass and kicked-up dust, with a fallen wooden stave and a spilled leather waterskin. The middle ground reveals the camp's defensive circle of wagons, now breached, with dark gaps between them where the raiders entered. The background is pure darkness — the flat steppe at night with no moon, only a scattering of cold white stars in a deep indigo sky above the horizon line. The firelight creates dramatic orange-to-black contrast, with all detail fading rapidly beyond the camp's small circle of illumination. The atmosphere is one of sudden, disorienting violence in the dark.",0.8,0,plains
plains_roadside_market,trade,event.plains_roadside_market.name,event.plains_roadside_market.description,plains_roadside_market,"A small roadside market at a fork in a steppe road, with three wooden farm carts arranged in a loose semicircle, their beds converted into display stalls with plank extensions and rough cloth awnings of undyed linen. The nearest cart overflows with dried fruit — golden apricots, dark raisins, and brown figs heaped in shallow woven baskets. The second cart displays mounds of pale wheat grain in open burlap sacks, and the third holds folded lengths of coarse homespun cotton cloth in natural cream and faded indigo. A dozen buyers — farmers in simple cotton tunics and wide-brimmed straw hats, a few women with head coverings — cluster around the stalls, hands extended in mid-transaction. A farmer-vendor behind the nearest cart weighs dried fruit on a simple wooden beam balance with stone counterweights. In the foreground, the road fork is clearly visible — two packed-earth tracks diverging, with a low stone marker at the junction carved with a directional arrow. Scattered copper coins and a measuring scoop rest on a plank countertop. The surrounding landscape is flat agricultural plain with stubble fields after harvest stretching to the horizon. A warm, bright sky of pale blue with a few white clouds fills the upper frame. Late morning sun from the east casts moderate shadows westward. The atmosphere is humble but lively — honest rural commerce at a lonely crossroads.",0.5,0,plains
plains_dust_storm,hazard,event.plains_dust_storm.name,event.plains_dust_storm.description,plains_dust_storm,"A massive dust storm bearing down on a caravan from the horizon — a towering wall of brown-orange dust stretching across the entire width of the frame, rising from ground level to mid-sky like a solid curtain. The leading edge of the storm is sharply defined, with rolling turbulent clouds of fine loess dust swallowing the landscape. In the middle ground, a merchant caravan of two carts and several figures is caught on the open steppe road. The nearest cart's canvas cover whips violently in the rising wind, one corner already torn free and flapping. A draught ox rears against its yoke, head turned away from the approaching wall. Two caravan workers lean into the wind, one arm shielding their faces, the other gripping the cart's side rail. Loose straw and dust particles streak horizontally through the air. In the foreground, the road surface is already being scoured — fine dust lifting in swirling eddies, dry grass flattened by the gale, small pebbles skittering across the packed earth. The sky above transitions from a narrow strip of clear pale blue at the top to the overwhelming brown mass of the approaching storm. The light is eerie and amber-tinted, the sun reduced to a dim disc behind the dust haze. The atmosphere is one of primal, unstoppable natural force — the steppe about to disappear.",0.6,0,plains
plains_tang_official,encounter,event.plains_tang_official.name,event.plains_tang_official.description,plains_tang_official,"An ornate wooden palanquin with a curved roof of lacquered black wood and curtains of pale green silk embroidered with silver cloud motifs rests on the road, supported by two long carrying poles. A Tang dynasty official peers from between the parted silk curtains — a thin-faced man with a narrow black moustache wearing a distinctive futou cap with two stiff horizontal ""wings"" extending from the sides, a mark of bureaucratic rank. His dark blue silk robe with wide sleeves is visible at the curtain's edge. Four mounted escorts on chestnut horses sit in high-backed saddles, wearing lighter lamellar armor of iron scales over rust-colored tunics, each carrying a sheathed straight sword at the hip. A servant in a plain grey cotton robe stands beside the palanquin with hands folded, acting as intermediary. In the foreground, the packed loess road is wide and well-maintained with drainage ditches on either side, indicating a major Chinese imperial route. A milestone — a carved stone pillar with Chinese characters — stands at the road's edge. The background shows the flat agricultural plain of northern China: neat rows of green millet and sorghum fields with earthen irrigation channels, scattered farmsteads with tiled roofs, and a line of willows marking a distant canal. Warm golden morning light illuminates the scene from the east. The atmosphere is one of official authority and refined power — the bureaucratic arm of the Tang empire on the road.",0.5,0,plains
